id,cable_id,description,name,color,coordinates,length,rfs,owners,url,col10
tui-samoa,1855,"[{""latlon"":""-13.849227,-171.740084"",""name"":""Fagali'i, Samoa"",""landing_point_id"":16521},{""latlon"":""-18.148785,178.488813"",""name"":""Laucala Bay, Fiji"",""landing_point_id"":16519},{""latlon"":""-13.670614,-172.178174"",""name"":""Tuasivi, Samoa"",""landing_point_id"":16520}]",Tui-Samoa,#9ea0a2,"<MultiGeometry><LineString><coordinates>-172.178173695587,-13.6706169813958,0 -172.078224120396,-13.5756133574616,0 -172.078224120396,-13.0890909181134,0</coordinates></LineString><LineString><coordinates>-179.99979825111,-17.7881662447675,0 -179.385735709281,-16.9083314697489,0 -175.890181258837,-14.3225397126018,0 -172.578223766192,-13.0890909181134,0 -172.078224120396,-13.0890909181134,0 -171.740084253736,-13.3632603940617,0 -171.740084253736,-13.8492261086872,0</coordinates></LineString><LineString><coordinates>178.488814979693,-18.1487766899403,0 178.970650575856,-18.3275991654847,0 179.599947005056,-18.3589297659417,0 179.999946721693,-17.7881662447675,0</coordinates></LineString></MultiGeometry>","1,300 km",Q3 2017,Samoa Submarine Cable Company,,
bugio,1443,"[{""latlon"":""38.690165,-9.331557"",""name"":""Carcavelos, Portugal"",""landing_point_id"":5936},{""latlon"":""38.442691,-9.102748"",""name"":""Sesimbra, Portugal"",""landing_point_id"":5934}]",BUGIO,#565da6,"<MultiGeometry><LineString><coordinates>-9.33155977909159,38.6901628260681,0 -9.43151088016028,38.6120665365362,0 -9.3527511703294,38.4426934987177,0 -9.20270244850034,38.3647108787688,0 -9.10275134743162,38.4430759341506,0</coordinates></LineString></MultiGeometry>",73 km,July 1996,Portugal Telecom,,
quintillion-subsea-cable-network,1862,"[{""latlon"":""71.290552,-156.788635"",""name"":""Barrow, Alaska, United States"",""landing_point_id"":16441},{""latlon"":""66.898342,-162.596681"",""name"":""Kotzebue, Alaska, United States"",""landing_point_id"":16438},{""latlon"":""64.501114,-165.406398"",""name"":""Nome, Alaska, United States"",""landing_point_id"":16437},{""latlon"":""68.347768,-166.808058"",""name"":""Point Hope, Alaska, United States"",""landing_point_id"":16440},{""latlon"":""70.255640,-148.338442"",""name"":""Prudhoe Bay, Alaska, United States"",""landing_point_id"":13390},{""latlon"":""70.636951,-160.038342"",""name"":""Wainwright, Alaska, United States"",""landing_point_id"":16439}]",Quintillion Subsea Cable Network,#9ea0a2,"<MultiGeometry><LineString><coordinates>-161.118561626755,71.2456302545814,0 -160.038342360255,70.6369465673712,0</coordinates></LineString><LineString><coordinates>-168.333106534215,68.1529984965353,0 -164.999808877243,67.0722153447087,0 -163.666460212425,66.8983401930192,0 -162.596681002005,66.8983401930192,0</coordinates></LineString><LineString><coordinates>-167.983787323668,68.5744866980803,0 -166.808058023509,68.3477716767877,0</coordinates></LineString><LineString><coordinates>-156.78863457937,71.2905573218961,0 -156.78863457937,71.7657734007369,0</coordinates></LineString><LineString><coordinates>-148.33844067543,70.2556459074321,0 -148.33844067543,70.7561828853529,0 -155.288635641984,71.7657734007369,0 -158.288633516757,71.7657734007369,0 -163.049810258641,70.8825000055519,0 -167.349607322487,69.1935076917246,0 -168.333106534215,68.1529984965353,0 -168.532766884717,65.6862428045278,0 -168.133057084867,64.8112756332426,0 -166.906397797594,64.2849940562951,0 -165.906398506003,64.2849940562951,0 -165.406398860207,64.5011113108121,0</coordinates></LineString></MultiGeometry>","1,900 km",Q1 2017,Quintillion,http://www.Qexpressnet.com,
arsat-submarine-fiber-optic-cable,1871,"[{""latlon"":""-52.658901,-68.605784"",""name"":""Cabo Espiritu Santo, Argentina"",""landing_point_id"":16514},{""latlon"":""-52.390224,-68.419749"",""name"":""Punta Dungeness, Argentina"",""landing_point_id"":16513}]",ARSAT Submarine Fiber Optic Cable,#f04230,"<MultiGeometry><LineString><coordinates>-68.419750342338,-52.3902152571569,0 -68.6057853667991,-52.6588938130765,0</coordinates></LineString></MultiGeometry>",40 km,Q2 2012,ARSAT,http://www.arsat.com.ar/,
xl-bali-lombok-submarine-cable-system,1867,"[{""latlon"":""-8.485460,116.047266"",""name"":""Sengigi, Indonesia"",""landing_point_id"":16516},{""latlon"":""-8.386266,115.746680"",""name"":""Seraya, Indonesia"",""landing_point_id"":16515}]",XL Bali Lombok Submarine Cable System,#0964b0,"<MultiGeometry><LineString><coordinates>115.746671926816,-8.38626108878637,0 116.047257651378,-8.48546887427354,0</coordinates></LineString></MultiGeometry>",50 km,January 2016,n.a.,,
pencan-9,1866,"[{""latlon"":""36.731303,-6.428872"",""name"":""Chipiona, Spain"",""landing_point_id"":7777},{""latlon"":""28.096371,-15.450743"",""name"":""Tarahales, Spain"",""landing_point_id"":16517}]",PENCAN-9,#565da6,"<MultiGeometry><LineString><coordinates>-6.42887628850481,36.7312973671002,0 -10.4559730450467,33.8776386678412,0 -15.4507448973284,28.0963745865179,0</coordinates></LineString></MultiGeometry>","1,398 km",n.a.,Telefonica,,
pacific-light-cable-network,1858,"[{""latlon"":""33.887127,-118.410832"",""name"":""Manhattan Beach, California, United States"",""landing_point_id"":4979},{""latlon"":""22.318297,114.258692"",""name"":""Tseung Kwan O, Hong Kong"",""landing_point_id"":5857}]",Pacific Light Cable Network,#9ea0a2,"<MultiGeometry><LineString><coordinates>-118.410834312951,33.887124159069,0 -139.250217743495,29.5000579405249,0 -179.999944751004,29.5000579405249,0</coordinates></LineString><LineString><coordinates>114.25868469967,22.318295858961,0 118.624990200288,20.8430412547328,0 123.285533773715,20.2283146706109,0 126.33338317709,20.6403873644121,0 134.422732915269,23.4209724832896,0 157.198205062161,29.5000579405249,0 179.999946721693,29.5000579405249,0</coordinates></LineString></MultiGeometry>","12,800 km",May 2018,Pacific Light Data Communication Co. Ltd.,,
taba-aqaba,1806,"[{""latlon"":""29.531758,35.006972"",""name"":""Aqaba, Jordan"",""landing_point_id"":4363},{""latlon"":""29.492574,34.894863"",""name"":""Taba, Egypt"",""landing_point_id"":10498}]",Taba-Aqaba,#f04230,"<MultiGeometry><LineString><coordinates>34.894873734238,29.4925780546397,0 35.0070806859995,29.5319262602681,0</coordinates></LineString></MultiGeometry>",n.a.,n.a.,n.a.,,
tannat,1860,"[{""latlon"":""-34.900389,-54.950175"",""name"":""Maldonado, Uruguay"",""landing_point_id"":5963},{""latlon"":""-23.961844,-46.328072"",""name"":""Santos, Brazil"",""landing_point_id"":3411}]",Tannat,#b3b5b7,"<MultiGeometry><LineString><coordinates>-46.3280667735439,-23.961845467703,0 -44.9174720696974,-25.5196589630062,0 -44.066398453856,-28.8897806428514,0 -51.0246943057839,-35.2189272318591,0 -54.9420743431751,-34.9225621388696,0</coordinates></LineString></MultiGeometry>","2,000 km",Q4 2017,"Google,  Antel Uruguay",,
south-atlantic-inter-link-sail,1856,"[{""latlon"":""-3.718836,-38.542968"",""name"":""Fortaleza, Brazil"",""landing_point_id"":3347},{""latlon"":""2.932918,9.910414"",""name"":""Kribi, Cameroon"",""landing_point_id"":10095}]",South Atlantic Inter Link (SAIL),#9ea0a2,"<MultiGeometry><LineString><coordinates>-38.5429648667082,-3.7187365325791,0 -34.0159172924611,-2.93910386956444,0 -10.1684732487142,2.52528834044797,0 4.6172584644347,2.52528834044797,0 8.82672813865691,2.52528834044797,0 9.91022346484863,2.93312484560912,0</coordinates></LineString></MultiGeometry>","5,900 km",Q4 2017,"Camtel,  China Unicom",,
gulf2africa-g2a,1850,"[{""latlon"":""10.435112,45.010874"",""name"":""Berbera, Somalia"",""landing_point_id"":10093},{""latlon"":""11.275566,49.187922"",""name"":""Bosaso, Somalia"",""landing_point_id"":16373},{""latlon"":""17.095827,54.148076"",""name"":""Salalah, Oman"",""landing_point_id"":5924}]",Gulf2Africa (G2A),#b3b5b7,"<MultiGeometry><LineString><coordinates>49.1879300151528,11.2755557107515,0 49.1879300151528,13.2061254275025,0</coordinates></LineString><LineString><coordinates>54.1480827513341,17.0958259919584,0 54.1480827513341,16.6173111431607,0 51.3552136360788,14.1368828098113,0 49.1879300151528,13.2061254275025,0 46.2641039614186,12.4196731911561,0 45.0108821929627,10.9264513746211,0 45.0108821929627,10.4351158293461,0</coordinates></LineString></MultiGeometry>","1,500 km",Q4 2016,"Omantel,  Golis Telecommunications,  Telesom,  Ethio Telecom",,
silk-route-gateway-srg-1,1849,"[{""latlon"":""25.132297,62.325026"",""name"":""Gwador, Pakistan"",""landing_point_id"":16371},{""latlon"":""24.889378,67.028539"",""name"":""Karachi, Pakistan"",""landing_point_id"":3259},{""latlon"":""23.615098,58.591043"",""name"":""Muscat, Oman"",""landing_point_id"":4225}]",Silk Route Gateway (SRG-1),#b3b5b7,"<MultiGeometry><LineString><coordinates>62.3250300837079,25.1323029005476,0 62.541826805127,24.1901582776836,0</coordinates></LineString><LineString><coordinates>67.0285423766957,24.8897284412775,0 62.541826805127,24.1901582776836,0 60.5079415272005,24.4961389171464,0 58.5911460100764,23.6151044418996,0</coordinates></LineString></MultiGeometry>","1,030 km",Q4 2017,"Multinet Pakistan,  Omantel",http://www.silkroutegateway-1.com,
myanmar-malaysia-thailand-interconnect-cable-mythic,1854,"[{""latlon"":""5.353645,100.362996"",""name"":""Penang, Malaysia"",""landing_point_id"":3307},{""latlon"":""6.613214,100.066121"",""name"":""Satun, Thailand"",""landing_point_id"":5956},{""latlon"":""16.758754,96.248252"",""name"":""Thanlyin, Myanmar"",""landing_point_id"":16372}]",Myanmar-Malaysia-Thailand Interconnect Cable (MYTHIC),#9ea0a2,"<MultiGeometry><LineString><coordinates>100.066116628818,6.61351684312234,0 100.103714258434,6.33454600486417,0 100.066995534445,6.13922481069157,0 99.8985386225319,5.9563617486741,0 99.5500037131873,5.65935957241148,0</coordinates></LineString><LineString><coordinates>96.2482482396818,16.7587483398807,0 97.1754936765625,8.97665105067195,0 98.4433638721413,6.31969561875189,0 99.5500037131873,5.65935957241148,0 100.362991418509,5.35384301658567,0</coordinates></LineString></MultiGeometry>","1,603 km",April 2017,Campana Group,http://www.campanaworks.com,
pencan-7,1852,"[{""latlon"":""27.999496,-15.699962"",""name"":""Alta Vista, Canary Islands, Spain"",""landing_point_id"":10726},{""latlon"":""36.731303,-6.428872"",""name"":""Chipiona, Spain"",""landing_point_id"":7777}]",Pencan-7,#91a34b,"<MultiGeometry><LineString><coordinates>-6.42887628850481,36.7312973671002,0 -11.4741852143606,34.0488633544702,0 -15.6054811158368,29.0978304930844,0 -15.8243774451436,28.2601889548169,0 -15.6999634707797,27.9997592045882,0</coordinates></LineString></MultiGeometry>","1,400 km",October 2011,Telefonica,,
nigeria-cameroon-submarine-cable-system-ncscs,1821,"[{""latlon"":""2.932918,9.910414"",""name"":""Kribi, Cameroon"",""landing_point_id"":10095},{""latlon"":""6.438874,3.423210"",""name"":""Lagos, Nigeria"",""landing_point_id"":3280}]",Nigeria Cameroon Submarine Cable System (NCSCS),#9ea0a2,"<MultiGeometry><LineString><coordinates>3.42350931009782,6.43906892991951,0 4.75768805245308,2.72507820424118,0 8.82672813865691,2.72507820424118,0 9.91022346484863,2.93312484560912,0</coordinates></LineString></MultiGeometry>","1,100 km",December 2015,Camtel,,
australia-west-express-awe,1845,"[{""latlon"":""-7.333361,72.416622"",""name"":""Diego Garcia, British Indian Ocean Territory"",""landing_point_id"":5706},{""latlon"":""11.594682,43.147984"",""name"":""Djibouti City, Djibouti"",""landing_point_id"":4177},{""latlon"":""-31.953442,115.857227"",""name"":""Perth, Australia"",""landing_point_id"":3239}]",Australia West Express (AWE),#b3b5b7,"<MultiGeometry><LineString><coordinates>115.857316379684,-31.9534389439805,0 111.423725770481,-32.5357325282895,0 72.4166244972277,-7.33337179375042,0 54.247106118685,11.6593390030008,0 53.3664426800552,12.3193237303642,0 52.4142949170656,12.5828966920319,0 45.2406671864308,10.7377844018157,0 43.8377384927787,10.9062187811883,0 43.4625434460704,11.5091418985246,0 43.1479928876509,11.5948693714478,0</coordinates></LineString></MultiGeometry>","10,055 km",Q1 2018,GoTo Networks,http://www.australiawestexpress.net,
copa,1848,"[{""latlon"":""51.898337,-8.472768"",""name"":""Cork, Ireland"",""landing_point_id"":3522},{""latlon"":""47.218102,-1.553045"",""name"":""Nantes, France"",""landing_point_id"":3286}]",COPA,#9ea0a2,"<MultiGeometry><LineString><coordinates>-1.55304966446114,47.2181060810345,0 -5.09992215182338,47.2181060810345,0 -6.6252140400423,49.3652321575047,0 -8.2729179509184,51.7440772529508,0 -8.47272249687495,51.8986058541976,0</coordinates></LineString></MultiGeometry>",n.a.,Q1 2017,PiPiper,http://www.pipiper.com,
jasuka,1844,"[{""latlon"":""3.009286,101.436726"",""name"":""Bandar Bukit Tinggi, Malaysia"",""landing_point_id"":14269},{""latlon"":""-5.409290,105.254107"",""name"":""Bandar Lampung, Indonesia"",""landing_point_id"":9727},{""latlon"":""1.134726,103.962506"",""name"":""Batam, Indonesia"",""landing_point_id"":5862},{""latlon"":""-5.040320,103.838971"",""name"":""Baturaja, Indonesia"",""landing_point_id"":16284},{""latlon"":""1.665609,101.447565"",""name"":""Dumai, Indonesia"",""landing_point_id"":7311},{""latlon"":""-6.171594,106.827836"",""name"":""Jakarta, Indonesia"",""landing_point_id"":3012},{""latlon"":""-1.590004,103.609967"",""name"":""Jambi, Indonesia"",""landing_point_id"":9719},{""latlon"":""3.752132,98.676082"",""name"":""Medan, Indonesia"",""landing_point_id"":5861},{""latlon"":""-0.943862,100.361628"",""name"":""Padang, Indonesia"",""landing_point_id"":9722},{""latlon"":""-2.990980,104.757330"",""name"":""Palembang, Indonesia"",""landing_point_id"":9723},{""latlon"":""0.533335,101.450007"",""name"":""Pekanbaru, Indonesia"",""landing_point_id"":9724},{""latlon"":""-0.027407,109.335452"",""name"":""Pontianak, Indonesia"",""landing_point_id"":8360},{""latlon"":""2.105136,99.827840"",""name"":""Rantu Prapat, Indonesia"",""landing_point_id"":16286},{""latlon"":""1.747812,98.786629"",""name"":""Sibolga, Indonesia"",""landing_point_id"":16287},{""latlon"":""-5.981262,107.120903"",""name"":""Tanjung Pakis, Indonesia"",""landing_point_id"":9095},{""latlon"":""-2.767445,107.662895"",""name"":""Tanjung Pandan, Indonesia"",""landing_point_id"":10687},{""latlon"":""3.380599,99.208211"",""name"":""Teping Tinggi, Indonesia"",""landing_point_id"":16285}]",JASUKA,#bd75b1,"<MultiGeometry><LineString><coordinates>101.45000236721,0.53332660169184,0 100.361624231978,-0.943868049760739,0 98.7866253477217,1.7478084014503,0 98.6759808948533,3.75203420080128,0</coordinates></LineString><LineString><coordinates>101.447658618871,1.66552076688674,0 101.266115778727,1.88670322105937,0 101.279689987861,2.17734013763692,0 101.436721126619,3.00929178874179,0</coordinates></LineString><LineString><coordinates>98.6759808948533,3.75203420080128,0 99.2082070803192,3.3805878630388,0 99.8278355476186,2.10512502700762,0 101.436721126619,3.00929178874179,0</coordinates></LineString><LineString><coordinates>104.185351991963,-2.56678107257138,0 104.783300787121,-2.03937764623815,0 105.266698882177,-1.88946594948586,0 106.163084965919,-1.96364268904096,0 107.541306645823,-2.39379893719242,0 107.662888590944,-2.76744213160388,0</coordinates></LineString><LineString><coordinates>106.833396991063,-6.17158651838072,0 106.827830588756,-5.62420899086823,0 107.028025759436,-5.62420899086823,0 107.120994443576,-5.98115876684277,0 107.262498249584,-2.56746397980718,0 107.462693420264,-2.56746397980718,0 107.662888590944,-2.76744213160388,0 107.662888590944,-2.51770836060928,0 107.760544771763,-2.23796944539898,0 108.643747271094,-0.475155629310031,0 109.335543656019,-0.0270168610419699,0 108.785153420921,-0.0274074857211811,0 104.687500073737,0.699820690563147,0 104.333594074447,0.764073210886922,0 104.278125363742,0.888864801524023,0 104.103125487713,0.974790867601896,0 103.916211557625,1.05583276497581,0 103.900000631609,1.13472453594225,0 103.962598243514,1.13472453594225,0 103.884375642678,1.15913368967547,0 102.979298158843,1.15639987483859,0 102.251368987015,1.68211523388726,0 101.897755956268,1.66561838180848,0 101.447658618871,1.66552076688674,0 101.45000236721,0.53332660169184,0 103.609961774575,-1.58999523358274,0 103.609961774575,-2.13999419853877,0 104.185351991963,-2.56678107257138,0 104.757324243023,-2.99098740520724,0 103.838965518597,-5.04032393893699,0 105.254101234851,-5.40929140544702,0 105.410155811801,-5.85527094885682,0 105.880272666265,-5.86819130847896,0 106.376170752467,-5.62420899086823,0 106.833396991063,-6.17158651838072,0</coordinates></LineString></MultiGeometry>","10,860 km",2006,Telkom Indonesia,,
san-andres-isla-tolu-submarine-cable-sait,1843,"[{""latlon"":""12.584696,-81.700553"",""name"":""San Andres, Colombia"",""landing_point_id"":15182},{""latlon"":""9.496294,-75.558564"",""name"":""Tolu, Colombia"",""landing_point_id"":5808}]",San Andres Isla Tolu Submarine Cable (SAIT),#b2703f,"<MultiGeometry><LineString><coordinates>-81.7005514809689,12.5847075881584,0 -75.5586613006915,9.49638398339625,0</coordinates></LineString></MultiGeometry>",826 km,December 2010,Energía Integral Andina,,
lynn-canal-fiber,1840,"[{""latlon"":""59.235833,-135.445003"",""name"":""Haines, Alaska, United States"",""landing_point_id"":16207},{""latlon"":""58.299506,-134.406863"",""name"":""Juneau, Alaska, United States"",""landing_point_id"":4816},{""latlon"":""58.550946,-134.747293"",""name"":""Lena Point, Alaska, United States"",""landing_point_id"":5765},{""latlon"":""59.458343,-135.313894"",""name"":""Skagway, Alaska, United States"",""landing_point_id"":16208}]",Lynn Canal Fiber,#9ea0a2,"<MultiGeometry><LineString><coordinates>-135.313892407025,59.4583429618867,0 -135.385080711087,59.3004147016521,0 -135.445001933287,59.2358384619812,0 -135.349982469349,59.0826152799561,0 -135.251541987328,58.9614088968811,0 -135.201691558775,58.8088269524038,0 -135.070292115727,58.6845174302831,0 -135.023902378082,58.5920175823711,0 -134.747291245911,58.5510514693153,0 -134.801392770085,58.4265614532998,0 -134.729960325571,58.3695544323289,0 -134.704130265744,58.3666606857992,0 -134.605012293968,58.3837124430097,0 -134.513892973752,58.370040968179,0 -134.400813219875,58.2995771613047,0</coordinates></LineString></MultiGeometry>",138 km,October 2016,Alaska Power & Telephone Company (AP&T),http://www.aptalaska.com,
